concept_id,concept_from_alex_street,alternative_phrase,phrase_code
1442702397,essay contest,,5
66296413,essential characteristic,,5
4209475544,establish business scholarships,,5
2646910447,establish equal rights,,5
3849126357,establish equality,,5
24970836,establish uniform procedure,,5
3347862135,established principle,,5
3120418787,establishing equal rights,,5
1642994831,estelle lauder,,4
443350659,estimated value,,5
2578108799,eternal feminine,,5
1865823335,ethnically descriptive,,4
1996152178,ettore,,4
1039674717,eugenics,,5
3594354394,european members,,2
1137740371,european women,,3
1718309281,evangelism,,4
690586402,evening work,,4
1556252014,every death,,5
1831580927,every race,,5
3316625306,evil effects,,5
3332853938,evil men,,4
4230876655,exceed hours,,5
154947534,excess money,,4
899178093,excessive hours,,5
287896776,exchange work,,5
1156755444,exclude women,,5
1005772483,executive committee members,,2
460736148,executive departments,,5
3035589726,executive women,,2
351166068,exhaustive study,,5
748260000,exhibit committee,,2
2847479686,existing hour law,,4
4169340483,existing nationality law,,5
1235131508,expert committee,,5
2985321103,expert typewriter,expert type-writer,4
162989162,experts,,5
1036902083,explicit provision,,5
3246141943,export department,,4
3094705741,exslaveholder,ex-slave-holder,4
3590150040,extension department,,5
559142649,extension workers,,5
3114508833,exterior decorators,,4
4101358831,extra pay,,5
558886093,extra work,,5
2338958004,fabric used,,4
2738987052,factories bill,,5
2326574046,factory building,,4
1362562578,factory employment,,4
204433376,factory inspection,,5
3112648531,factory inspector,,5
1621123234,factory inspectors,,5
2669142661,factory law,,5
2231645928,factory legislation,,5
2446837131,factory workshop,,4
1282633272,facts gathered,,5
3296938250,fainting hearts,,5
3634122566,fair chance,,5
2580440762,fair competition,,5
34729680,fair hearing,,5
2535354922,fair sex,,4
1376141500,fair standard,,5
2772495483,fair treatment,,5
4131030151,fair trial,,5
3930164816,fair wage adjustments,,5
3663684975,fair wages,,5
53312531,fairy queen,,5
1094872563,faithful service,,5
69044500,fall inspection,,5
3937400569,families buying coal,,4
1391214377,families investigated,,5
2708032455,families renting houses,,4
3760928188,families renting rooms,,4
2232677876,family,,4
2262164421,family allowances,,5
1572001011,family endowment,,5
4280383621,family property,,5
933587607,family relations,,4
3316063359,family responsibilities,,4
2421412233,family service relief funds,,5
1952934224,family status,,4
1397661189,family support,,5
1315672285,fanatical feminism,,4
3890985790,fannie j coppin club,,1
283371252,fannie j coppin social,fannie j coppin social club,99
667951955,fannie wall childrens home,,1
3125857461,fanny jackson coppin club,,1
1561523070,fanny wall childrens home,,5
515229583,farm agents,,4
2293019730,farm council,,5
188606856,farm group,,4
3456042653,farm laborer,,4
406136080,farm laborers,,4
2589216494,farm produce,,5
1836082252,farm shop,,4
3318826771,farm women,,3
3915364923,farmer organizations,,4
1613624553,farmer states right league,,1
1008909023,farmerlabor federation,farmer-labor federation,5
771495262,farmerlabor movement,farmer-labor movement,5
1285265521,farmerlabor party,farmer-labor party,1
2045952577,farmers loan,,5
3185220995,farmers states right league,,1
337055574,farmers week program,,5
1415006147,fascist labor charter,,4
1905079366,fashion columns,,5
174488335,fatherhood,,4
4176416585,fathers earnings,,4
3571725016,favor upon women,,5
2628151904,favored class,,5
3130809715,federal act,,5
121606591,federal action,,5
971657331,federal amendment,,5
232001508,federal appropriation,,5
3099779949,federal child labor amendment,,5
1390521736,federal child labor law,,5
158460943,federal civil service,,5
2012361372,federal congress,,5
411352532,federal constitution,,5
1408047084,federal constitutional amendment,,5
3585942930,federal department,,2
529973739,federal district court,,2
4290265935,federal eight hours bill,,5
162829069,federal employment exchanges,,5
497568534,federal equal rights amendment,,5
3333526577,federal government employes,federal goverment employees,99
2308249854,federal institution,,2
4118311767,federal judgeship,,5
1581072651,federal program,,5
73627706,federal suffrage amendment,,5
486838831,federated farm women,,3
3601153007,federation cottage,,4
1854747657,federation states,,2
1749841044,female citizens,,3
2066424962,female domestic,,4
1650767360,female domestic workers,,4
1316097791,female education,,5
2113293405,female employee getting married,,4
837696922,female employees,,3
1266742416,female employes,,4
3507908091,female mind,,4
3179010525,female negro domestic,,3
902237086,female negro domestic workers,,3
2616236408,female parasitism,,4
2446505566,female slaves,,3
3542814142,female teachers,,3
1467074648,female yeomen,,3
2189052651,feme covert,,5
4190771809,feme sole,,4
528560777,feminine activity,,5
2449139159,feminine sex,,5
1002134541,feminine union,,5
1832327916,feminism,,5
1525129357,feminist activities,,5
3113563232,feminist congress,,5
3515853278,feminist country,,5
3536076375,feminist demand,,5
3103993078,feminist groups,,5
2014859326,feminist leaders,,5
815557967,feminist movement,,5
3684091613,feminist newspaper,,2
3163218007,feminist papers,,2
690095147,feminist program,,5
365929833,feminist progress,,5
1063643742,feminist union,,4
3590051940,feminist victory,,5
1367871199,feministak egyesiilete,,3
3276878895,feminists,,5
478716456,feminsitak egyesiilete,,3
1302563614,fertile fields,,4
3659987340,field clerks,,4
3803834003,field department,,2
191923301,field work department,,5
478070334,field worker,,4
2946621559,fielduniversity,,6
1774231150,fierce hate,,4
2277894632,fifteenth amendment,,5
146174063,fifth amendment,,5
3289743487,fifth international conference,fifth inter-national conference,2
2125093518,fifty cents,,5
3314081239,fiftyeight hours,fifty-eight hours,5
270375685,fiftyfive hours law,fifty-five hours law,5
1508141314,fiftyfour hour week,fifty-four hour week,4
2230356342,fiftyfour hours,fifty-four hours,5
2680721099,fighting discriminations,,5
1039326906,filipino woman,,2
3353345096,filipino women,,3
270378791,fill positions,,5
3431680986,filterable virus,,4
1864433557,final equality,,5
1743673515,finance,,4
3696804539,financial interests,,5
3354122110,financial secretary,,5
2520339569,financial world,,5
1199434810,find jobs,,5
3792093747,fine physique,,5
837758172,fire bills,,5
2137630917,fire prevention,,5
311985064,first biennial,first bi-ennial,2
1160136261,first colored man,,5
3511041632,first colored secretary,,5
198339724,first colored student conference,,2
1344603777,first colored woman,,5
264743179,first colored women,,4
2361228796,first colored womens club,,5
740690039,first convention,,2
347230579,first day nursery,,5
2919893685,first equal rights convention,,2
3635447143,first equal rights meeting,,2
2610514281,first international conference,first inter-national conference,2
3169256591,first international congress,first inter-national congress,2
1982097011,first judiciary act,,5
2340103975,first national conference,,2
495866447,first negro,,5
3101283265,first offender,,4
2429605716,first personal service committee,,5
1145236111,first statistical report,,5
2067928622,first summer conference,,2
1430320593,first sunday school movement,,5
2849218327,first turkish woman,,5
3916718805,first woman ever,,5
3522021702,first woman governor,,5
751982264,first woman member,,5
1580920502,first woman miller,,5
1706147864,first womans rights convention,,2
1432906227,firstclass colleges,--first-class colleges,5
1882916627,fish resolution,,5
2638032063,fisk university,,6
3553733000,five cents,,5
1304980554,five oclock,,5
3360858672,fix rates,,5
866582587,fix wages,,5
3613888554,fixing minimum wages,,4
1804899384,floodtime,flood-time,5
2730674986,florence bayard hilles,,1
2579456830,florence bayard hilles national chairman,florence bayard hilles national chair-man,2
3922380772,florida federation,,2
645559508,florida law,,4
3080185420,florida state branch,,2
1175023611,flour business,,4
1643924575,flower seeds,,4
2318362771,focus public opinion,,5
2798578984,following policy,,5
216424299,following recommendation,,5
2795578282,following recommendations,,5
1461047863,food bought,,5
828129540,food committee,,5
2947690760,food committee reports,,5
2070705209,food conservation,,5
4005281415,food consumed,,5
3978335247,food consumption,,4
1777087179,food drugs act,,5
2271536564,food establishments,,4
2301034163,food expenditures,,5
211705332,food factories,,4
3508040493,food handlers,,4
657414790,food inspection decisions,,5
3113785650,food program,,5
572635123,food purchased,,5
3419954331,food purchases,,5
2648610707,food sanitation committee,,5
1213456014,food shows,,5
4170708629,food standards,,5
2419714519,food value,,5
1684223200,food work,,4
2867641536,foods drugs liquors,,4
114620368,foods produced,,5
3451608328,foot presses,,4
4216498853,forced labour,,4
392723085,foreign affairs committee,,2
3079575586,foreign department,,5
1545288583,foreign fields,,4
3868515878,foreign lands,,5
1289542108,foreign man,,3
2396722079,foreign markets,,4
1755984849,foreign mission board,,4
3222737048,foreign missionaries,,2
52695001,foreign organization,,2
932835314,foreign relations committee,,5
1054458633,foreign residence,,5
3858430073,foreign spouse,,4
1148291979,foreign wife,,4
4216299747,foreign woman,,3
3737517833,foreign women,,3
1867367339,foreigners,,3
350713567,forgotten woman,,4
203429782,formal protest,,5
672274103,former federal child labor law,,5
2187003770,former mistress,,4
2952777257,former slaves,,3
3472742247,forty hour week,,5
1613607515,fortyeight hour week,forty-eight hour week,5
3677813388,fortyeighthour law,forty-eight-hour law,5
2644082793,fortyeighthour week,forty-eight-hour week,5
1962684325,fortyfive hours,forty-five hours,5
3856200521,fortyfour hour week,forty-four hour week,5
3292305202,fortyfour hours,forty-four hours,5
1375108324,fourteen years old,four-teen years old,5
3095484429,fourteenth amendment,,5
295157406,fourth ohio congressional district,,2
2990767768,franchise,,5
8029128,franchise companies,,4
2280358577,fraternal delegate,,2
3376294142,fraternal delegates,,2
390896791,fraternity men,,4
2188025148,frau pfülf,,1
4084519624,frederick douglas centre,,1
1684344693,frederick douglass home,,1
3351766334,frederick douglass memorial,,5
2444633576,free country,,5
1678475646,free labor,,4
3792137768,free love,,5
3792137768,free love,,5
3441693464,free marriage,,5
1556740349,free negroes,,3
1222192133,free option,,5
2758488180,free papers,,2
3985890421,free society,,5
1040939407,free women,,3
4152569824,freedmen,,3
3784481940,freedmens bureau,,5
3949427467,freedom,,5
3243364202,freedom day,,5
2437435944,freight office,,4
579827583,frelinghuysen university,,6
3261280736,french cabinet,,2
3983490703,french civil code,,4
531545790,french civilization,,5
704994684,french committee,,2
3634541537,french course,,5
1390929123,french feminism,,5
4275125200,french feminist movement,,5
2966028526,french feminists,,5
1586513012,french market,,4
1072008978,french suffragists,,5
3650306479,french wives,,3
1813933042,frivolous amusements,,4
3434669839,frugal habits,,5
2472927506,fruit growing industry,,4
1871540875,fruit preserving establishments,,4
576618586,fruitful service,,5
2831513599,full benefit,,5
2204744,full citizenship,,5
3431396001,full compensation rate,,5
3175436060,full dress,,5
3117344677,full employment,,5
4258497080,full equality,,5
4225139840,full fashioned hosiery,,4
3561618610,full freedom,,5
2354952208,full hearing,,5
1207978678,full independence,,5
3658532887,full participation,,5
3484493598,full recognition,,5
4094449067,full responsibility,,5
1645626130,full share,,5
2062789092,full suffrage,,5
3890413151,full time work,,5
1778985293,full work week,,5
4080650471,fulltime week,full-time week,5
4288672838,fully qualified,,5
853191080,fully recognized,,5
151093791,fundamental difference,,5
3914151694,fundamental law,,5
1457824205,fundamental liberties,,5
3881341447,fundamental principles,,5
3380710572,fundamental question,,5
3447215890,fundamental right,,5
1373891754,fur coats,,4
1039108332,furnished rooms,,5
2230652470,future mothers,,4
2541180037,gain full immediate suffrage,,5
3773378153,gainful employment,,5
3310409346,gainful pursuits,,5
4120460408,gainfully employed,,5
3055758843,gainfully occupied,,5
488079319,game wardens,,4
97858605,garden house,,5
3093701980,garden party,,5
3388129980,gardenroom,garden-room,5
2265671302,garland fund,,5
2234768990,garment industry,,4
3721695076,garment shops,,4
3866274237,garments worn,,5
3892085843,general abolition,,5
2111456354,general accounting office,,2
2866433210,general attitude,,5
1156270660,general chairman,general chair-man,2
3615994311,general commission,,2
1980593320,general convention,,2
3273784513,general federation,,5
202800236,general fund,,5
340036332,general housework,,4
1194217117,general houseworker,,4
3161040260,general houseworkers,general house-workers,3
2667100171,general ignorance,,5
3351784019,general improvement,general im-provement,5
2660013743,general international agreement,general inter-national agreement,5
1145866561,general laws,,5
1254220839,general proposition,,5
4207657485,general smuts,,4
2471269564,general superintendent,general super-intendent,4
2273202561,general tardieu,,4
3560572759,general welfare,,5
3963286801,generation ago,,4
1808630915,genetic psychology,,5
1770688505,geneva disarmament conference,,2
1622187055,geneva university,,6
2195914433,gentlemens agreement,,5
4116503608,georgia collector,,2
1655436585,georgia federation,,2
3105236422,georgia industrial college,,6
1266757463,georgia industrial school,,6
2145012063,georgia state college,,6
3870572951,georgia state federation,,2
3386687316,georgia state industrial college,,6
2218864109,georgia state teachers association,,1
2557775382,german federation,,2
3142464979,german nationality,,5
924260315,german union,,2
1601700010,gertrude banks,,1
2811752811,get educated,,5
4229971364,get reduced rates,,5
2490577122,get votes,,5
2335985557,getting together,,5
3433148537,gifted woman,,5
1016834198,girl caddies,,3
805051312,girl reserve work,,4
2202105770,girlhood,,4
4088967082,girls friendly society,,5
3037961676,girls industrial home,,5
1435339423,girls rescue home,,5
2890749475,girls work,,5
3886505262,give de jure recognition,,5
156477355,give increased dignity,,5
729802647,given equal opportunity,,5
2245271601,given equal pay,,5
3148890017,given full power,,5
2007453875,given special protection,,5
4049855406,giving scholarships,,5
2367354304,go marching,,5
3687155815,gods work,,5
397040369,going wage,,5
1011240498,gold banners,,2
4158024159,good character,,5
3928972952,good cheer club,,1
1435853892,good citizenship,,5
3160120493,good deeds,,5
1804003092,good government club,,1
2903492892,good homes,,5
4115979923,good hospital,,5
2504824774,good housekeeping,good house-keeping,4
4293417535,good inspections,,5
3846711882,good inspectors,,5
3207123143,good jobs,,5
951284256,good manners,,5
1646499604,good morals,,5
719163446,good offices,,5
3181329751,good policy,,5
4222632335,good reputation,,5
2863933712,good sport,,5
144044754,good standards,,5
702645906,goodly heritage,,5
1028882294,goods wares,,5
3473638465,goucher college,,6
1951578633,goucher college student council,,6
1784096698,government approval,,5
807649186,government hotels,,2
2304368991,government scheme,,5
274111877,government work poor conditions,,4
3307560197,government workers,,2
2852868050,government workers council,,5
151998715,governmental affairs,,5
2832859175,governmental authority,,4
2301402144,governmental body,,2
1162463873,governmental program,,5
2467731550,governor deneen,,4
3082532909,governor dorsey,,4
2572436238,governor franklin,,4
1229788358,governor pinchot,,4
3985844733,governor roosevelt,,4
2148454535,governor smith,,4
2342572501,governor whitman,,4
2968666676,governor winant,,4
2032814056,governors commission,,2
2087360447,governors council,,2
2614722822,graduate,,5
3230848947,gravely bill,,5
1325772148,gray matter,,5
22396234,great beauty,,5
2550657033,great ideals,,5
3771029955,great moral dangers,,4
3120123102,great national service,,5
3122886057,great parade,,5
3565087706,great privilege,,5
2114625562,great responsibility,,5
3189033957,great theatre,,5
544305094,great white race,,4
3211876723,greater love,,5
3054381342,greater percentage,,5
2486629195,greatest diversity,,5
88040229,greatest woman pianist,,5
1353641054,greek literature,,5
1349622772,greek testament,,5
2738109840,greek women,,3
1814788209,green back,,5
668328857,grimké boys,,1
2371402021,grimke family,,1
1921071603,grocery business,,4
4127638194,grocery chains,,4
2204463753,group action,,5
3915713417,group conflict,,5
3604039217,group interests,,5
1059162242,growing industrialism,,4
3773897880,guarantee clause,,5
1917408962,guardianship bill,,5
520793634,gun salute,,5
164684378,h cordelia ray,,1
3923859020,hague codification conference,,5
540871868,hague conference,,5
1822186260,hague convention,,5
2283820919,hague court,,5
3253210958,hague nationality convention,,5
728918317,haines college,,6
426772805,haines institute,,5
3199665923,hair long,,5
825692331,haitian coffee,,4
2427021781,half hour law,,5
189937678,half hours per week,,5
2722996448,halftime houseworker,half-time houseworker,4
4126246209,halfway house,half-way house,5
1051891223,hamptons magazine,,2
2422281716,handicap women,,4
3020227097,handle labor complaints,,5
3427145062,happily married,,5
1711800399,hard earnings,,5
3689220659,hard worker,,5
2125220054,harlem riot,,4
4270742304,harlem uprising,,4
1467172536,harmon foundation,,4
2392631289,harpers monthly,,2
3459731564,harriet tubman club,,1
1423755486,harris bessie,,1
1820912356,harrisburg conference,,5
857990894,harrisburg convention,,5
2136134643,harvest time,,4
3026776259,havana conference,,2
69611978,hawaiian schools,,6
1835084993,hazardous occupations,,4
126830595,hazel mackaye,,1
2247664330,headwaitress,,3
1852112060,heal,,5
2209517691,health authorities,,5
2667530231,health boards members,,2
3438016364,health certificate,,5
812030005,health commissioner,,2
3758436122,health examination,,5
1337702085,health insurance commission,,2
2223463571,health morals,,5
497455210,health officer,,5
3254291711,health rating,,5
2662401452,health road,,5
461488887,health talk,,5
2145009952,healthy men,,3
780464870,hearts,,4
353870467,hebrew people,,3
370041069,hebrew union college,,6
771771385,heritage,,4
1936075417,hero worship,,5
1279836802,hiawatha,,5
2192086078,high academic,,4
2308892473,high character,,5
2511500323,high christian character,,5
3259997940,high death rate,,4
735628426,high government policy,,5
2187729975,high moral standard,,5
3737399812,high mortality,,4
1990422838,high per cent,,5
1916179219,high platform,,5
1001850333,high positions,,5
3583798822,high tribunal,,2
1122647754,high wage scales,,5
3886352861,high wages,,5
1153552736,higher castes,,4
3591877587,higher court,,5
2209918528,higher ideals,,5
3328606078,higher income group,,4
1230800003,higher income groups,,4
1736537580,higher minimum wage,,5
1355868985,higher moral,,5
1402417212,higher paid work,,5
2259113852,higher positions,,5
175971655,higher schools,,5
2430152652,higher standard,,5
3784077191,higher wages,,5
234068549,highest degree,,5
1904615456,highest ideals,,5
2139492479,highest salary paid,,4
2406987863,highest salary received,,5
3251027370,highest standards,,5
2224013203,highest wage,,5
942937143,highly skilled professional,,4
3413828272,hindu woman,,3
1636582936,hindu women,,3
1829010403,hines chairman,hines chair-man,4
3668165813,hippolytus club,,1
3938830360,hire women,,5
1980674270,hired help,,4
2578794641,hiring women,,5
1288835483,historical associations,,2
3811522064,holding public office,,5
244408997,home agents,,5
2954645425,home civil service,,5
2081728114,home demonstration,,5
922901608,home demonstration agents,,4
3566916698,home duties,,4
2358450655,home economics department,,5
1201428768,home economics united states department,,5
1372764678,home farms,,4
3204060268,home kitchen,,4
3077281069,home maker,,4
1080145814,home making,,4
739959281,home managers,,5
2575958553,home mission board,,5
4126415322,home missions,,5
1373627018,home partnership,,5
3333410052,home workers,,4
3327415244,homelike,home-like,4
261948826,homemade girl,home-made girl,4
1592602180,homemakers council,home-makers council,5
848452803,homemaking,home-making,5
1117685625,homemaking work,home-making work,4
1249651571,homestead law,,5
2052841435,hon frances perkins,frances perkins,2
3654610287,honduran women,,3
17946924,honest cloth bills,,4
982492313,honest election,,5
1586156785,honorable dismissal,,4
3881752649,hoosier women,,3
259798463,hoovercurtis ticket,hoover-curtis ticket,5
1369887820,hope day nursery,,5
2359414344,hosiery,,4
2398989836,hosiery workers,,4
3176452207,hospital beds,,4
4119038427,hospital facilities,,4
906937745,hostess house work,,5
3600442656,hotel company,,4
2400063878,hour bill,,5
880351585,hour law,,5
3252824217,hour regulations,,5
985705576,hour schedule,,5
3182787982,hour week bill,,5
1908617486,hours allowed,,5
576442799,hours bill,,5
3056246531,hours law,,5
3095453553,hours night work,,4
2109634717,hours payment entry,,5
1086461602,hours per day,,5
4117977066,hours spent,,4
3473850141,hourweek,,5
3522858349,house foreign affairs committee,,23
134829072,house immigration committee,,5
1596927914,house mother,,4
3000425063,house rented,,5
3252380288,housefurnishing committee,house-furnishing committee,2
3940301301,household care,house-hold care,4
1602102294,household employment,house-hold employment,4
2191909306,household word,house-hold word,5
1023276207,housekeeping services,house-keeping services,5
771590840,housewife,,4
686219235,housewifes services,,5
1928043526,housework,,4
2692300602,housing,,4
3919965038,housing problem,,4
919215365,howard county board,,2
1180537769,howard county school board,,2
907365865,howard pharmacy,,4
403594547,howard school,,99
1271219875,howard university law school,,6
680636096,howard wolfe,,1
4195844712,howe institute,,2
1634822363,hull house,,1
144842339,human affairs,,5
3803678919,human bones,,4
3022169043,human brotherhood,,5
1933537671,human economy,,5
2504592706,human equality,,5
2184800210,human experience,,5
3784136123,human family,,4
2787212093,human freedom,,5
1099826330,human happiness,,5
1489706859,human labor,,4
4292755559,human liberty,,5
744476276,human relationships,,5
2594875059,human rights,,5
2257622944,human welfare,,5
750128490,humanity justice,,5
1289468581,humiliating practices,,4
138279768,hungarian parliament,,2
2834751925,hunger strikes,,5
100487226,husbands authority,,4
4218805569,husbands consent,,4
2565828601,husbands country,,4
3539244207,husbands debts,,4
2758328296,husbands estate,,4
1892967639,husbands income,,4
3705570042,husbands name,,4
1816998181,husbands name affixed,,4
3983148430,husbands nationality,,4
3492728538,husbands separate income,,4
2110538690,husbands wages,,4
731266450,hyatri co,,4
2489672184,hyde trustees,,2
3851813719,hygiene,,4
308030108,hypothetical earnings,,5
2386519464,hysterical,,4
3521918029,hysterical nation,,5
3039305106,idaho chairman,idaho chair-man,2
24834513,ideal,,5
3783693481,idle women,,4
13513671,idleness,,4
3006211932,illegal employment,,4
2376028363,illegally employed,,4
3846203863,illegitimacy bill,,5
1644941568,illegitimate birth,,4
2141504915,illegitimate child,,4
1350352744,illegitimate children,,4
370995334,illegitimate mothers,,4
828008233,illegitimate parenthood,,4
2283505510,illinois association,,2
2067465460,illinois branch,,2
3448736398,illinois corporation,,4
159013582,illinois decision,,2
4085446217,illinois federation,,2
3032593226,illinois legislature,,2
3629057398,illinois republican primary,,4
1768013207,illinois state association,,2
2591060290,illinois state federation,,2
1613804987,illiteracy,,4
985967599,imaginary sex weaknesses,,5
90032145,immediate equalization,,5
4016627712,immediate investigation,,5
2860510126,immediate relief,,5
3878508003,immediate restoration,,5
1111901743,immigrant children,,3
2415761076,immigration act,,5
1226533263,immigration authorities,,4
2407766587,immigration committee,,2
1742917084,immigration law,,5
1316826067,immigration laws,,5
2122253845,impartial attitude,,5
3547504678,impartial trial,,5
1493203450,imperial conference,,2
699043965,impose fresh handicaps,,5
2401102702,improper lighting,,5
4271616416,improve home working conditions,,5
1981385040,impure water,,4
2308750419,inadequate wages,,4
1183050247,inalienable right,,5
176232669,inalienable rights,,5
2019268068,inarticulate women,,4
3104141854,include women,,5
1985019839,inclusive,,5
1116001025,income group,,5
1572272229,income groups,,4
2358508483,income increased,,5
1043864262,income increases,,5
39992408,income required,,5
3286213790,income spent,,5
395380212,income tax division,,5
3851758098,income tax law,,5
1046872420,increase immorality,,4
2510256708,increased cost,,4
3868873563,indebtedness,,4
1606953237,indecent behavior,,4
1645526625,indecent manner,,5
4050530090,independent citizenship,,5
3462736190,independent club,,5
4161766632,independent domicile,,4
1838261002,independent incomes,,5
1754725227,independent labor department,,5
2242902318,independent offices bill,,5
4193648276,independent store,,4
1018071263,independent voter,,5
4161409458,indian arrow,,4
19579935,indian bureau,,5
1706735312,indian mines,,4
3198549426,indian muslim women,,3
3602474546,indian womanhood,indian woman-hood,5
1968256147,indiana branch,,2
2209694674,indiana federation,,2
472502132,indiana sponsor,,2
1371994366,indirect representation,,5
2693445303,individual clubs,,2
1369228039,individual effort,,5
516987132,individual employers,,4
2118498483,individual life,,5
360362683,individual personal service,,5
1894677292,individual protected,,5
943087312,individual work,,5
2898800389,individual workers,,4
3043100218,individual worth,,5
3146925565,industrial activity,,5
3856590864,industrial art schools,,5
2327733204,industrial arts,,5
4022137510,industrial board,,5
4133456127,industrial building,,4
2519988397,industrial city,,4
3088322065,industrial clinics,,4
775850772,industrial codes,,4
1580351576,industrial commission,,5
2202484930,industrial conditions,,4
1216547266,industrial council,,5
1191753048,industrial councils,,5
448543555,industrial department,,5
74459786,industrial disease,,4
302697010,industrial education,,5
3026600014,industrial employment,,4
3624982343,industrial equality,,5
275513485,industrial equality resolutions adopted,,5
2795019070,industrial equality viewpoint,industrial equality view-point,5
1714219892,industrial field,,4
3348889146,industrial freedom,,5
1009254042,industrial home,,4
539361643,industrial home work,,5
2850513480,industrial hygiene,,5
2139457672,industrial hygiene bureaus,,5
3878183583,industrial inequality,,4
1823122067,industrial injuries,,4
3932076237,industrial institute,,5
596302354,industrial justice,,5
2439266489,industrial laws,,5
2483832224,industrial legislation,,5
3059662456,industrial legislation regulations,,5
2763797696,industrial management,,5
1800645817,industrial occupations,,4
2228706714,industrial organizations,,4
1948928460,industrial plants,,4
2196252809,industrial poisoning,,4
3339600391,industrial poisons,,4
4194284128,industrial preparedness,,5
3077683281,industrial problems,,5
1610627459,industrial recovery administration,industrial recovery ad-ministration--,5
140016804,industrial restrictions,,4
4232736493,industrial revolution,,4
1572605984,industrial safety,,5
1116753115,industrial secretary,,4
17657644,industrial service,,5
4189877551,industrial standards,,5
282660951,industrial standards committee,,5
3095092006,industrial toxicology,,5
2096023882,industrial undertakings,,5
3568154328,industrial welfare commission,,5
2966494953,industrial woman,,3
3294501986,industrial women,,3
1206696470,industrial work,,4
1888153333,industrial worker,,3
1043777123,industrial world,,5
2186955190,industry agriculture,,4
2746266139,industry award,,5
1930026317,industry business meeting,,4
3615633793,industry today,industry to-day,5
3247759699,industrys closet,,4
3598433772,ineligible alien,,4
1824792874,inequality,,4
2044161803,ineradicable male instinct,,4
3143349606,inescapable duty,,5
1584484654,infamous traffic,,4
3421346523,infancy act,,5
3325678882,infancy legislation,,5
2512671025,infant welfare lapsed,,4
1098030837,infanticide,,4
2740460036,inferior class,,4
1370043476,inferior position,,5
995727634,inferior workers,,4
3426550779,inferiority complex,,5
2996310473,infirm colored people,,3
3093381778,infirm colored women,,4
2270480679,infirmary,,4
862143475,inherit property,,5
19878364,inherit real estate,,4
3454117487,inheritance bill,,5
3557953346,inheritance laws,,5
994962605,inheritance tax,,5
1289417096,inheritance taxes,,5
1839275539,inherited property,,5
2687497760,initiative petition,,5
3453992486,injured children,,4
3563701506,inland revenue department,,2
3118484400,inspection department,,5
1830182807,inspection room,,4
1390411436,inspectors authorized,,5
2277330989,institut de droit international,institut de droit inter-national,4
3567217744,institutions,,4
203677128,insufficient income,,4
1634535337,insurance business,,4
4291477644,insurance scheme,,4
926683807,insure punishment,,5
2114538690,insured families,,5
3167016299,intellectual attainments,,5
3979137443,intellectual improvement,intellectual im-provement,5
4023054680,intellectual training,,5
1697081614,intelligent negro woman,,4
2416110603,intelligent public opinion,,5
1584436497,intensive educational campaign,,5
3979638499,intensive study,,5
3217038178,inter american commission,,5
592236570,interamerican commission,inter-american commission,5
167220644,interamerican understanding,inter-american understanding,5
4183068097,intercollegiate prize,,5
2236645647,interior department,,3
2212694024,intermarrying,,4
2012736407,international,inter-national,4
3395539762,international action,inter-national action,5
3845240447,international advisory committee,inter-national advisory committee,5
40484168,international advisory council,inter-national advisory council,5
485669443,international advisory group,inter-national advisory group,5
705396409,international air navigation commission,inter-national air navigation commission,5
1222594260,international alliance,inter-national alliance,5
1887026967,international bodies,inter-national bodies,5
1282448949,international brotherhood,inter-national brotherhood,5
2324578648,international bureau,inter-national bureau,5
4131129316,international campaign,inter-national campaign,5
367348341,international chamber,inter-national chamber,5
884095668,international conventions,inter-national conventions,5
2348775303,international dental health foundation,inter-national dental health foundation,5
1212124404,international fellowship,inter-national fellowship,5
969991286,international feminism,inter-national feminism,5
1867564099,international feminist committee,inter-national feminist committee,5
1662898723,international feminist union,inter-national feminist union,5
463979784,international feminists,inter-national feminists,5
2949087825,international guild,inter-national guild,5
3876998095,international house,inter-national house,2
3531300687,international justice,inter-national justice,5
3262979027,international labor conference,inter-national labor conference,5
2197542449,international labor office,inter-national labor office,5
3803549155,international labor organization,inter-national labor organization,5
56163939,international labor review,inter-national labor review,5
1616004235,international labour office,inter-national labour office,5
2327073943,international life,inter-national life,5
2705354326,international mission,inter-national mission,5
2037896238,international parliament,inter-national parliament,5
2148975633,international position,inter-national position,5
3491495470,international relations committee,inter-national relations committee,5
1528578974,international relations program,inter-national relations program,5
1278787458,international secretaries,inter-national secretaries,2
515705909,international secretaries conference,inter-national secretaries conference,5
1011586285,international secretary,inter-national secretary,2
1224795434,international suffrage alliance,inter-national suffrage alliance,5
2202093529,international traffic,inter-national traffic,4
3489077072,international treaty,inter-national treaty,5
2248428459,international woman suffrage news,inter-national woman suffrage news,2
1161269794,interparliamentary union,inter-parliamentary union,2
1877018895,interracial commission,inter-racial commission,5
618991416,interracial committees,inter-racial committees,5
2284706089,interracial cooperation,interracial co-operation,5
1495524057,interracial relations,inter-racial relations,5
2468675198,interstate agreement,inter-state agreement,5
629943962,interstate commerce commission,inter-state commerce commission,5
1171488621,interstate commission,inter-state commission,5
2658109349,interstate compact,inter-state compact,5
3668109425,interstate compacts,inter-state compacts,5
3869309694,intimate acquaintance,,5
2210384784,intimate contact,,5
2314851611,intolerable tyranny,,4
3397882126,intoxicating liquors,,4
3172269512,inventory plus hours,,5
195480158,investigate whether,,5
